player_id,player_name,position,age,birth_year,draft_year,draft_round,draft_pick,draft_ovr,height,weight,season,season_type,team,conference,division,shotgun,no_huddle,qb_dropback,qb_scramble,pass_attempts,complete_pass,incomplete_pass,passing_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,receptions,targets,passing_air_yards,receiving_air_yards,receiving_touchdown,pass_attempts_redzone,complete_pass_redzone,pass_touchdown_redzone,pass_attempts_gtg,complete_pass_gtg,pass_touchdown_gtg,receptions_redzone,targets_redzone,receiving_touchdown_redzone,receptions_gtg,targets_gtg,receiving_touchdown_gtg,rush_attempts_redzone,rush_touchdown_redzone,rush_attempts_gtg,rush_touchdown_gtg,offense_snaps,team_offense_snaps,total_tds,touches,total_yards,depth_team,games_missed,offense_pct,age2,years_exp,games_played_season,games_played_career,season_shotgun,season_no_huddle,season_qb_dropback,season_qb_scramble,season_pass_attempts,season_complete_pass,season_incomplete_pass,season_passing_yards,season_receiving_yards,season_yards_after_catch,season_rush_attempts,season_rushing_yards,season_tackled_for_loss,season_first_down_pass,season_first_down_rush,season_third_down_converted,season_third_down_failed,season_fourth_down_converted,season_fourth_down_failed,season_rush_touchdown,season_pass_touchdown,season_safety,season_interception,season_fumble,season_fumble_lost,season_fumble_forced,season_fumble_not_forced,season_fumble_out_of_bounds,season_receptions,season_targets,season_passing_air_yards,season_receiving_air_yards,season_receiving_touchdown,season_pass_attempts_redzone,season_complete_pass_redzone,season_pass_touchdown_redzone,season_pass_attempts_gtg,season_complete_pass_gtg,season_pass_touchdown_gtg,season_receptions_redzone,season_targets_redzone,season_receiving_touchdown_redzone,season_receptions_gtg,season_targets_gtg,season_receiving_touchdown_gtg,season_rush_attempts_redzone,season_rush_touchdown_redzone,season_rush_attempts_gtg,season_rush_touchdown_gtg,season_fantasy_points_ppr,season_fantasy_points_standard,season_offense_snaps,season_team_offense_snaps,season_total_tds,season_touches,season_total_yards,season_average_pass_touchdown_redzone,career_average_pass_touchdown_redzone,season_average_pass_attempts_gtg,career_average_pass_attempts_gtg,season_average_complete_pass_gtg,career_average_complete_pass_gtg,season_average_pass_touchdown_gtg,career_average_pass_touchdown_gtg,season_average_receptions_redzone,career_average_receptions_redzone,season_average_targets_redzone,career_average_targets_redzone,season_average_receiving_touchdown_redzone,career_average_receiving_touchdown_redzone,season_average_receptions_gtg,career_average_receptions_gtg,season_average_targets_gtg,career_average_targets_gtg,season_average_receiving_touchdown_gtg,career_average_receiving_touchdown_gtg,season_average_rush_attempts_redzone,career_average_rush_attempts_redzone,season_average_rush_touchdown_redzone,career_average_rush_touchdown_redzone,season_average_rush_attempts_gtg,career_average_rush_attempts_gtg,season_average_rush_touchdown_gtg,career_average_rush_touchdown_gtg,season_average_fantasy_points_ppr,career_average_fantasy_points_ppr,season_average_fantasy_points_standard,career_average_fantasy_points_standard,season_average_offense_snaps,career_average_offense_snaps,season_average_team_offense_snaps,career_average_team_offense_snaps,season_average_total_tds,career_average_total_tds,season_average_touches,career_average_touches,season_average_total_yards,career_average_total_yards,season_comp_pct,season_int_pct,season_pass_touchdown_pct,season_ypa,season_rec_td_pct,season_yptarget,season_ypr,season_rush_td_pct,season_ypc,season_td_pct,season_yptouch,season_pass_ypg,season_rec_ypg,season_rush_ypg,season_ypg,season_average_ppr_ppg,season_average_standard_ppg,career_comp_pct,career_int_pct,career_pass_touchdown_pct,career_ypa,career_rec_td_pct,career_yptarget,career_ypr,career_rush_td_pct,career_ypc,career_td_pct,career_yptouch,career_pass_ypg,career_rec_ypg,career_rush_ypg,career_ypg,career_average_ppr_ppg,career_average_standard_ppg,passer_rating,adot,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,td_pct,yptouch,,,,,,
00-0032104,Ameer Abdullah,RB,26,1993,2015,2,22,54,69,203,2019,REG,MIN,NFC,North,27,9,21,0,0,0,0,0,88,79,23,115,1,5,4,3,10,0,0,0,1,0,1,0,0,0,0,0,15,20,0,9,1,0,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,117,674,2,38,203,2,5,0.17359050445103857,26,4,11,47,27,9,21,0,0,0,0,0,88,79,23,115,1,5,4,3,10,0,0,0,1,0,1,0,0,0,0,0,15,20,0,9,1,0,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,39.300000000000004,24.3,117,674,0.18,3.45,18.45,0,0,0,0,0,0,0,0,0.09,3.25,0.18,4.75,0.09,1,0,0.5,0,0.5,0,0.25,0.27,9.25,0,1.25,0,1.75,0,0.5,3.57,76.6,2.21,58.35,10.64,230.25,61.27,773.25,0.18,3.5,3.45,105.75,18.45,471,,,,,0.05,4.4,5.87,0,5,0.05,5.35,0,8,10.45,1.68,3.57,2.21,,,,,0.04,5.18,7.1,0.017,3.9,0.03,4.45,0,11.02,29.06,0.85,6.52,4.97,0,0.45,,0,0,,0.05,4.4,0.45,5.87,0,5,0.05,5.34,,,,,,
00-0032104,Ameer Abdullah,RB,27,1993,2015,2,22,54,69,203,2020,REG,MIN,NFC,North,13,0,9,0,0,0,0,0,58,63,8,42,0,4,4,3,3,0,0,0,2,0,0,0,0,0,0,0,8,9,0,-5,2,0,0,0,0,0,0,2,3,1,1,2,1,1,0,0,0,63,429,4,16,100,3,10,0.14685314685314685,27,5,6,53,13,0,9,0,0,0,0,0,58,63,8,42,0,4,4,3,3,0,0,0,2,0,0,0,0,0,0,0,8,9,0,-5,2,0,0,0,0,0,0,2,3,1,1,2,1,1,0,0,0,30,22,63,429,0.67,2.67,16.67,0,0,0,0,0,0,0,0,0.33,3,0.5,4.4,0.17,1,0.17,0.6,0.33,0.8,0.17,0.4,0.17,7.6,0,1,0,1.4,0,0.4,5,67.28,3.67,51.08,10.5,196.8,71.5,704.4,0.67,3.6,2.67,87.8,16.67,396.8,,,,,0.222,6.44,7.25,0,5.25,0.25,6.24,0,9.67,7,2.78,5,3.67,,,,,0.055,5.28,7.11,0.017,3.93,0.04,4.52,0,10.87,26.57,0.71,6.35,4.82,0,-0.556,,,0,,0.222,6.44,-0.56,7.25,0,5.25,0.25,6.25,,,,,,
00-0032104,Ameer Abdullah,RB,28,1993,2015,2,22,54,69,203,2021,REG,CAR,NFC,South,62,14,44,0,0,0,0,0,237,239,36,105,7,10,7,6,15,0,0,0,1,0,1,0,0,0,0,0,32,43,0,34,1,0,0,0,0,0,0,5,6,0,0,0,0,7,0,1,0,243,580,2,68,342,2,6,0.4189655172413793,28,6,11,64,63,14,45,0,0,0,0,0,239,245,37,107,7,10,7,6,15,0,0,0,1,0,1,0,0,0,0,0,33,44,0,30,1,0,0,0,0,0,0,5,6,0,0,0,0,7,0,1,0,71.6,38.6,260,718,0.18,6.36,31.45,0,0,0,0,0,0,0,0,0.45,3.33,0.55,4.67,0,0.83,0,0.5,0,0.67,0,0.33,0.64,7.5,0,0.83,0.09,1.33,0,0.33,6.51,68,3.51,49,23.64,207.33,65.27,706.67,0.18,3.33,6.36,84.83,31.45,388.33,,,,,0.023,5.43,7.24,0,2.89,0.03,4.94,0,21.73,9.73,2.86,6.51,3.51,,,,,0.046,5.33,7.15,0.015,3.84,0.04,4.58,0,12.73,23.67,0.57,6.38,4.59,0,0.791,,0,0,,0.023,5.51,0.79,7.41,0,2.92,0.03,5.03,,,,,,
00-0032104,Ameer Abdullah,RB,28,1993,2015,2,22,54,69,203,2021,REG,MIN,NFC,North,1,0,1,0,0,0,0,0,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,138,0,2,4,2,6,0.12318840579710146,28,6,11,64,63,14,45,0,0,0,0,0,239,245,37,107,7,10,7,6,15,0,0,0,1,0,1,0,0,0,0,0,33,44,0,30,1,0,0,0,0,0,0,5,6,0,0,0,0,7,0,1,0,71.6,38.6,260,718,0.18,6.36,31.45,0,0,0,0,0,0,0,0,0.45,3.33,0.55,4.67,0,0.83,0,0.5,0,0.67,0,0.33,0.64,7.5,0,0.83,0.09,1.33,0,0.33,6.51,68,3.51,49,23.64,207.33,65.27,706.67,0.18,3.33,6.36,84.83,31.45,388.33,,,,,0.023,5.43,7.24,0,2.89,0.03,4.94,0,21.73,9.73,2.86,6.51,3.51,,,,,0.046,5.33,7.15,0.015,3.84,0.04,4.58,0,12.73,23.67,0.57,6.38,4.59,0,-4,,,,,0,2,-4,2,0,2,0,2,,,,,,
00-0032104,Ameer Abdullah,RB,29,1993,2015,2,22,54,69,203,2022,REG,LV,AFC,West,35,2,32,0,0,0,0,0,211,195,4,20,0,8,2,8,17,0,0,0,1,0,0,0,0,0,0,0,25,32,0,95,1,0,0,0,0,0,0,5,7,1,0,0,0,1,0,0,0,165,826,2,29,231,3,4,0.19975786924939468,29,7,13,77,35,2,32,0,0,0,0,0,211,195,4,20,0,8,2,8,17,0,0,0,1,0,0,0,0,0,0,0,25,32,0,95,1,0,0,0,0,0,0,5,7,1,0,0,0,1,0,0,0,54.1,29.099999999999998,165,826,0.15,2.23,17.77,0,0,0,0,0,0,0,0,0.38,3.57,0.54,5,0.08,0.86,0,0.43,0,0.57,0,0.29,0.08,6.57,0,0.71,0,1.14,0,0.29,4.16,66.01,2.24,46.16,12.69,201.29,63.54,723.71,0.15,3.14,2.23,76.86,17.77,365.86,,,,,0.031,6.59,8.44,0,5,0.07,7.97,0,16.23,1.54,1.37,4.16,2.24,,,,,0.043,5.55,7.38,0.015,3.85,0.04,4.76,0,13.32,19.94,0.43,6,4.2,0,2.969,,,0,,0.031,6.59,2.97,8.44,0,5,0.07,7.97,,,,,,
00-0032104,Ameer Abdullah,RB,30,1993,2015,2,22,54,69,203,2023,REG,LV,AFC,West,35,4,24,0,0,0,0,0,131,88,15,89,0,4,6,7,18,0,1,0,0,0,2,0,0,0,0,0,19,22,0,46,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,206,975,0,34,220,2,1,0.21128205128205127,30,8,16,93,35,4,24,0,0,0,0,0,131,88,15,89,0,4,6,7,18,0,1,0,0,0,2,0,0,0,0,0,19,22,0,46,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,37,18,206,975,0,2.12,13.75,0,0,0,0,0,0,0,0,0.12,3.38,0.12,4.62,0,0.75,0,0.38,0,0.5,0,0.25,0,5.75,0,0.62,0,1,0,0.25,2.31,62.39,1.12,42.64,12.88,201.88,60.94,755.12,0,2.75,2.12,71.5,13.75,347.62,,,,,0,5.95,6.89,0,5.93,0,6.49,0,8.19,5.56,0.86,2.31,1.12,,,,,0.039,5.59,7.32,0.014,3.92,0.04,4.86,0,12.44,17.46,0.32,5.37,3.67,0,2.091,,0,,,0,5.95,2.09,6.89,0,5.93,0,6.47,,,,,,
00-0032104,Ameer Abdullah,RB,31,1993,2015,2,22,54,69,203,2024,REG,LV,AFC,West,82,12,47,0,0,0,0,0,261,252,66,311,3,16,14,12,14,1,1,2,3,0,0,1,1,1,0,0,40,47,0,31,3,0,0,0,0,0,0,6,6,3,2,2,1,13,2,4,1,397,875,8,106,572,2,4,0.45371428571428574,31,9,13,106,82,12,47,0,0,0,0,0,261,252,66,311,3,16,14,12,14,1,1,2,3,0,0,1,1,1,0,0,40,47,0,31,3,0,0,0,0,0,0,6,6,3,2,2,1,13,2,4,1,124.2,84.2,397,875,0.62,8.15,44,0,0,0,0,0,0,0,0,0.46,3.67,0.46,4.78,0.23,1,0.15,0.56,0.15,0.67,0.08,0.33,1,6.56,0.15,0.78,0.31,1.33,0.08,0.33,9.55,69.26,6.48,47.26,30.54,223.56,67.31,768.44,0.62,3.33,8.15,75.33,44,372.56,,,,,0.064,5.55,6.52,0.03,4.71,0.08,5.4,0,20.08,23.92,3.38,9.55,6.48,,,,,0.043,5.58,7.16,0.017,4.03,0.04,4.94,0,13.38,18.25,0.3,5.88,4.01,0,0.66,,,0,,0.064,5.55,0.66,6.52,0.03,4.71,0.08,5.4,,,,,,
00-0036963,Amon-Ra St. Brown,WR,22,1999,2021,4,7,112,72,202,2021,REG,DET,NFC,North,103,8,121,0,0,0,0,0,912,424,7,61,1,48,2,16,18,6,4,1,5,0,2,0,0,0,0,0,90,117,0,831,5,0,0,0,0,0,0,10,15,4,2,2,1,0,0,0,0,773,1032,11,97,973,2,1,0.749031008,21,0,16,16,103,8,121,0,0,0,0,0,912,424,7,61,1,48,2,16,18,6,4,1,5,0,2,0,0,0,0,0,90,117,0,831,5,0,0,0,0,0,0,10,15,4,2,2,1,0,0,0,0,219.3,129.3,773,1032,0.69,6.06,60.81,0,,0,,0,,0,,0.62,,0.94,,0.25,,0.12,,0.12,,0.06,,0,,0,,0,,0,,13.71,,8.08,,48.31,,64.5,,0.69,,6.06,,60.81,,,,,,0.043,7.79,10.13,0.143,8.71,0.11,10.03,0,57,3.81,3.8,13.71,8.08,,,,,0.043,7.79,10.13,0.143,8.71,0.11,10.03,0,57,3.81,3.8,13.71,8.08,0,7.103,,0,0,,0.043,7.79,7.1,10.13,0.143,8.71,0.11,10.03,,,,,,
00-0036963,Amon-Ra St. Brown,WR,23,1999,2021,4,7,112,72,202,2022,REG,DET,NFC,North,118,9,146,0,0,0,0,0,1161,531,9,95,0,68,3,24,22,4,4,0,6,0,1,0,0,0,0,0,106,145,0,933,6,0,0,0,0,0,0,13,22,6,4,6,3,4,0,1,0,832,1068,12,115,1256,1,1,0.7790262172284644,22,1,16,32,118,9,146,0,0,0,0,0,1161,531,9,95,0,68,3,24,22,4,4,0,6,0,1,0,0,0,0,0,106,145,0,933,6,0,0,0,0,0,0,13,22,6,4,6,3,4,0,1,0,265.6,159.6,832,1068,0.75,7.19,78.5,0,0,0,0,0,0,0,0,0.81,23,1.38,37,0.38,10,0.25,6,0.38,8,0.19,4,0.25,4,0,0,0.06,1,0,0,16.6,484.9,9.98,288.9,52,1605,66.75,2100,0.75,23,7.19,212,78.5,2229,,,,,0.041,8.01,10.95,0,10.56,0.1,10.92,0,72.56,5.94,4.91,16.6,9.98,,,,,0.042,7.91,10.58,0.062,9.75,0.11,10.52,0,64.78,4.88,2.18,15.15,9.03,0,6.434,,0,0,,0.041,8.01,6.43,10.95,0,10.56,0.1,10.92,,,,,,
00-0036963,Amon-Ra St. Brown,WR,24,1999,2021,4,7,112,72,202,2023,REG,DET,NFC,North,129,14,166,0,0,0,0,0,1515,668,4,24,0,75,2,19,21,5,2,0,10,0,3,1,1,1,0,0,119,161,0,1271,10,0,0,0,0,0,0,17,25,6,1,2,1,1,0,0,0,1010,1118,20,123,1539,1,1,0.9033989266547406,23,2,16,48,129,14,166,0,0,0,0,0,1515,668,4,24,0,75,2,19,21,5,2,0,10,0,3,1,1,1,0,0,119,161,0,1271,10,0,0,0,0,0,0,17,25,6,1,2,1,1,0,0,0,323.9,204.9,1010,1118,1.25,7.69,96.19,0,0,0,0,0,0,0,0,1.06,20,1.56,31,0.38,8,0.06,3.5,0.12,5,0.06,2.5,0.06,2.5,0,0,0,0.5,0,0,20.24,404.4,12.81,246.9,63.12,1307.5,69.88,1609,1.25,21.5,7.69,167.5,96.19,1884,,,,,0.062,9.41,12.73,0,6,0.16,12.51,0,94.69,1.5,6.01,20.24,12.81,,,,,0.05,8.48,11.39,0.05,9,0.13,11.25,0,74.75,3.75,1.64,16.85,10.29,0,7.894,,0,0,,0.062,9.41,7.89,12.73,0,6,0.16,12.51,,,,,,
00-0036963,Amon-Ra St. Brown,WR,25,1999,2021,4,7,112,72,202,2024,REG,DET,NFC,North,97,7,142,0,1,1,0,7,1263,414,2,6,1,76,1,26,15,5,1,0,15,0,1,1,1,1,0,0,115,140,5,1081,14,1,1,1,0,0,0,24,32,9,6,8,5,1,0,0,0,1010,1146,29,118,1276,1,0,0.881326353,24,3,17,65,97,7,142,0,1,1,0,7,1263,414,2,6,1,76,1,26,15,5,1,0,15,0,1,1,1,1,0,0,115,140,5,1081,14,1,1,1,0,0,0,24,32,9,6,8,5,1,0,0,0,327.18,212.18,1010,1146,1.71,6.94,75.06,0.06,0.33,0,0,0,0,0,0,1.41,21.33,1.88,31.33,0.53,8.33,0.35,4.33,0.47,6,0.29,3.33,0.06,2,0,0,0,0.33,0,0,19.25,378.66,12.48,235.33,59.41,1208.33,67.41,1454.67,1.71,24,6.94,151,75.06,1681.33,1,1,15,7,0.1,9.02,10.98,0,3,0.25,10.82,0.41,74.29,0.35,4.42,19.25,12.48,1,7,36,7,0.062,8.62,11.28,0.045,8.45,0.16,11.13,0.11,74.63,2.86,1.19,17.48,10.86,158.3,7.721,1,1,15,7,0.1,9.02,7.72,10.98,0,3,0.25,10.81,,,,,,
00-0027094,Andre Brown,RB,26,1986,2009,4,29,129,72,227,2012,REG,NYG,NFC,East,33,0,17,0,0,0,0,0,86,73,74,385,6,2,25,5,2,0,0,8,0,0,0,0,0,0,0,0,12,17,0,17,0,0,0,0,0,0,0,2,3,0,0,1,0,20,8,13,8,222,533,8,86,471,2,8,0.4165103189493433,25,3,8,8,33,0,17,0,0,0,0,0,86,73,74,385,6,2,25,5,2,0,0,8,0,0,0,0,0,0,0,0,12,17,0,17,0,0,0,0,0,0,0,2,3,0,0,1,0,20,8,13,8,107.1,95.1,222,533,1,10.75,58.88,0,0,0,0,0,0,0,0,0.25,0.67,0.38,1,0,0,0,0,0.12,0.33,0,0,2.5,6.67,1,2.67,1.62,4.33,1,2.67,13.39,35.7,11.89,31.7,27.75,74,66.62,177.67,1,2.67,10.75,28.67,58.88,157,,,,,0,5.06,7.17,0.108,5.2,0.09,5.48,0,10.75,48.12,7.36,13.39,11.89,,,,,0,5.06,7.17,0.108,5.2,0.09,5.48,0,10.75,48.12,7.36,13.39,11.89,0,1,,,,,0,5.06,1,7.17,0.108,5.2,0.09,5.48,,,,,,
00-0027094,Andre Brown,RB,27,1986,2009,4,29,129,72,227,2013,REG,NYG,NFC,East,44,4,21,0,0,0,0,0,72,84,92,311,13,2,18,2,9,0,0,2,0,0,0,3,3,3,0,0,16,21,0,15,0,0,0,0,0,0,0,2,3,0,0,0,0,10,1,4,1,257,365,2,108,383,1,10,0.7041095890410959,26,4,6,14,44,4,21,0,0,0,0,0,72,84,92,311,13,2,18,2,9,0,0,2,0,0,0,3,3,3,0,0,16,21,0,15,0,0,0,0,0,0,0,2,3,0,0,0,0,10,1,4,1,57.300000000000004,41.300000000000004,257,365,0.33,18,63.83,0,0,0,0,0,0,0,0,0.33,1,0.5,1.5,0,0,0,0,0,0.25,0,0,1.67,7.5,0.17,2.25,0.67,4.25,0.17,2.25,9.55,41.1,6.88,34.1,42.83,119.75,60.83,224.5,0.33,2.5,18,48.5,63.83,213.5,,,,,0,3.43,4.5,0.022,3.38,0.02,3.55,0,12,51.83,10.64,9.55,6.88,,,,,0,4.16,5.64,0.06,4.19,0.05,4.4,0,11.29,49.71,4.36,11.74,9.74,0,0.714,,,,,0,3.43,0.71,4.5,0.022,3.38,0.02,3.55,,,,,,
00-0026237,Andre Caldwell,WR,27,1985,2008,3,34,97,72,200,2012,REG,DEN,AFC,West,3,1,4,0,0,0,0,0,18,2,1,14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,237,0,2,32,3,13,0.3080168776371308,27,4,3,3,3,1,4,0,0,0,0,0,18,2,1,14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.199999999999999,3.2,73,237,0,0.67,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.05,1.07,0.8,24.33,18.25,79,59.25,0,0,0.67,0.5,10.67,8,,,,,0,4.5,18,0,14,0,15.93,0,6,4.67,3.56,1.4,1.07,,,,,0,4.5,18,0,14,0,15.93,0,6,4.67,3.56,1.4,1.07,0,11.75,,,,,0,4.5,11.75,18,0,14,0,16,,,,,,
00-0026237,Andre Caldwell,WR,28,1985,2008,3,34,97,72,200,2013,REG,DEN,AFC,West,26,19,29,0,0,0,0,0,200,41,1,7,0,11,0,3,5,1,0,0,3,0,0,0,0,0,0,0,16,29,0,416,3,0,0,0,0,0,0,2,4,2,1,2,1,0,0,0,0,233,893,6,17,207,2,4,0.2609182530795073,28,5,12,15,26,19,29,0,0,0,0,0,200,41,1,7,0,11,0,3,5,1,0,0,3,0,0,0,0,0,0,0,16,29,0,416,3,0,0,0,0,0,0,2,4,2,1,2,1,0,0,0,0,54.699999999999996,38.699999999999996,233,893,0.5,1.42,17.25,0,0,0,0,0,0,0,0,0.17,0.4,0.33,0.8,0.17,0.4,0.08,0.2,0.17,0.4,0.08,0.2,0,0,0,0,0,0,0,0,4.56,11.78,3.22,8.38,19.42,61.2,74.42,226,0.5,1.2,1.42,3.8,17.25,47.8,,,,,0.103,6.9,12.5,0,7,0.35,12.15,0,16.67,0.58,1.44,4.56,3.22,,,,,0.091,6.61,12.82,0,10.5,0.31,12.54,0,14.53,1.4,1.06,3.93,2.79,0,14.345,,,0,,0.103,6.9,14.34,12.5,0,7,0.35,12.18,,,,,,
00-0026237,Andre Caldwell,WR,29,1985,2008,3,34,97,72,200,2014,REG,DEN,AFC,West,14,11,15,0,0,0,0,0,47,18,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,15,0,155,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,145,600,0,5,47,2,8,0.24166666666666667,29,6,8,23,14,11,15,0,0,0,0,0,47,18,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,15,0,155,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.7,4.7,145,600,0,0.62,5.88,0,0,0,0,0,0,0,0,0.12,0.5,0.12,0.83,0,0.33,0,0.17,0,0.33,0,0.17,0,0,0,0,0,0,0,0,1.21,11.43,0.59,7.77,18.12,75.17,75,288.33,0,1,0.62,4,5.88,47.67,,,,,0,3.13,9.4,,,0,9.48,0,5.88,0,0.74,1.21,0.59,,,,,0.062,5.52,12.05,0,10.5,0.25,11.95,0,11.52,0.91,0.54,2.98,2.03,0,10.333,,,,,0,3.13,10.33,9.4,,,0,9.4,,,,,,
00-0026237,Andre Caldwell,WR,30,1985,2008,3,34,97,72,200,2015,REG,DEN,AFC,West,21,2,22,0,0,0,0,0,72,16,1,3,0,4,1,1,7,1,0,0,2,0,2,0,0,0,0,0,10,20,0,217,2,0,0,0,0,0,0,4,6,2,1,1,1,1,0,0,0,227,828,4,11,75,2,4,0.2741545893719807,30,7,12,35,21,2,22,0,0,0,0,0,72,16,1,3,0,4,1,1,7,1,0,0,2,0,2,0,0,0,0,0,10,20,0,217,2,0,0,0,0,0,0,4,6,2,1,1,1,1,0,0,0,25.5,15.5,227,828,0.33,0.92,6.25,0,0,0,0,0,0,0,0,0.33,1,0.5,1.57,0.17,0.57,0.08,0.29,0.08,0.43,0.08,0.29,0.08,0.14,0,0,0,0,0,0,2.12,13.44,1.29,8.87,18.92,96.86,69,365.43,0.33,1.43,0.92,5,6.25,51.57,,,,,0.1,3.6,7.2,0,3,0.36,6.79,0,6,0.25,0.52,2.12,1.29,,,,,0.074,4.96,10.53,0,8,0.29,10.31,0,9.63,0.69,0.29,2.69,1.77,0,10.85,,0,0,,0.1,3.6,10.85,7.2,0,3,0.36,6.82,,,,,,
00-0030287,Andre Ellington,RB,24,1989,2013,6,19,187,69,200,2013,REG,ARI,NFC,West,59,3,57,0,0,0,0,0,371,260,118,652,15,21,27,14,26,0,0,3,1,0,1,1,0,1,0,0,39,56,0,248,1,0,0,0,0,0,0,3,5,0,0,1,0,15,2,3,0,405,1015,5,157,1023,2,1,0.39901477832512317,24,0,15,15,59,3,57,0,0,0,0,0,371,260,118,652,15,21,27,14,26,0,0,3,1,0,1,1,0,1,0,0,39,56,0,248,1,0,0,0,0,0,0,3,5,0,0,1,0,15,2,3,0,163.3,124.3,405,1015,0.33,10.47,68.2,0,,0,,0,,0,,0.2,,0.33,,0,,0,,0.07,,0,,1,,0.13,,0.2,,0,,10.89,,8.29,,27,,67.67,,0.33,,10.47,,68.2,,,,,,0.018,6.62,9.51,0.025,5.53,0.03,6.51,0,24.73,43.47,4.55,10.89,8.29,,,,,0.018,6.62,9.51,0.025,5.53,0.03,6.51,0,24.73,43.47,4.55,10.89,8.29,0,4.429,,0,0,,0.018,6.62,4.43,9.51,0.025,5.53,0.03,6.52,,,,,,
00-0030287,Andre Ellington,RB,25,1989,2013,6,19,187,69,200,2014,REG,ARI,NFC,West,83,0,64,0,0,0,0,0,395,365,201,660,26,19,27,10,9,1,0,3,2,0,0,2,2,2,0,0,46,64,0,113,2,0,0,0,0,0,0,4,5,1,1,1,1,18,3,5,3,528,781,7,247,1055,1,4,0.676056338,25,1,12,27,83,0,64,0,0,0,0,0,395,365,201,660,26,19,27,10,9,1,0,3,2,0,0,2,2,2,0,0,46,64,0,113,2,0,0,0,0,0,0,4,5,1,1,1,1,18,3,5,3,175.5,129.5,528,781,0.58,20.58,87.92,0,0,0,0,0,0,0,0,0.33,7,0.42,10,0.08,1,0.08,1,0.08,2,0.08,1,1.5,33,0.25,5,0.42,8,0.25,3,14.62,338.8,10.79,253.8,44,933,65.08,1796,0.58,12,20.58,404,87.92,2078,,,,,0.031,6.17,8.59,0.015,3.28,0.03,4.27,0,32.92,55,7.33,14.62,10.79,,,,,0.025,6.38,9.01,0.019,4.11,0.03,5.14,0,28.37,48.59,2.85,12.55,9.4,0,1.766,,,0,,0.031,6.17,1.77,8.59,0.015,3.28,0.03,4.27,,,,,,
00-0030287,Andre Ellington,RB,26,1989,2013,6,19,187,69,200,2015,REG,ARI,NFC,West,22,0,24,0,0,0,0,0,148,80,45,289,7,8,11,6,6,0,0,3,0,0,0,1,1,1,0,0,15,24,0,87,0,0,0,0,0,0,0,1,4,0,0,1,0,2,1,1,1,213,677,3,60,437,2,6,0.31462333825701627,26,2,10,37,22,0,24,0,0,0,0,0,148,80,45,289,7,8,11,6,6,0,0,3,0,0,0,1,1,1,0,0,15,24,0,87,0,0,0,0,0,0,0,1,4,0,0,1,0,2,1,1,1,73.7,58.7,213,677,0.3,6,43.7,0,0,0,0,0,0,0,0,0.1,4,0.4,7,0,0.5,0,0.5,0.1,1.5,0,0.5,0.2,17.5,0.1,3,0.1,4.5,0.1,2,7.37,206.25,5.87,156.25,21.3,573,67.7,1236.5,0.3,7.5,6,232,43.7,1257.5,,,,,0,6.17,9.87,0.067,6.42,0.05,7.28,0,14.8,28.9,4.37,7.37,5.87,,,,,0.021,6.35,9.14,0.025,4.4,0.03,5.42,0,24.7,43.27,1.84,11.15,8.45,0,3.625,,,,,0,6.17,3.62,9.87,0.067,6.42,0.05,7.28,,,,,,
